customerid,age,salary,balance,marital,education,job,targeted,default,housing,loan,contact,day,month,duration,campaign,response
41460,57,55000,4451,married,tertiary,retired,yes,no,no,yes,cellular,7,9,2.22,3,no
41461,42,100000,0,single,tertiary,management,no,no,no,no,cellular,7,9,1.65,1,no
41462,64,0,2280,married,unknown,unknown,no,no,no,no,telephone,7,9,4.82,1,no
41465,41,100000,6116,single,tertiary,management,no,no,no,no,cellular,7,9,1.62,1,no
41468,25,100000,490,single,tertiary,management,no,no,no,no,cellular,7,9,6.57,1,no
41469,34,100000,268,single,tertiary,management,no,no,no,no,cellular,7,9,9.78,1,yes
41470,78,55000,301,married,primary,retired,yes,no,no,no,cellular,7,9,8.95,2,no
41471,86,55000,157,divorced,unknown,retired,no,no,no,no,telephone,7,9,2.45,1,no
41472,27,120000,1991,married,tertiary,entrepreneur,yes,no,no,yes,cellular,7,9,8.5,1,no
41475,25,100000,89,single,tertiary,management,no,no,no,no,cellular,7,9,4.57,1,no
41478,24,8000,2696,single,secondary,unemployed,yes,no,no,no,cellular,7,9,1.78,2,no
41479,59,100000,315,married,tertiary,management,yes,no,no,no,cellular,7,9,1.63,2,no
41480,26,50000,3529,single,secondary,admin.,yes,no,no,yes,cellular,7,9,0.95,2,no
41482,47,55000,3033,single,primary,retired,yes,no,no,no,cellular,8,9,4.88,1,yes
41485,70,55000,0,divorced,secondary,retired,yes,no,no,no,cellular,8,9,3.43,1,yes
41486,22,4000,2281,single,unknown,student,no,no,no,no,cellular,8,9,3.68,1,no
41488,18,4000,108,single,unknown,student,no,no,no,no,cellular,8,9,2.82,1,yes
41489,34,100000,1022,married,tertiary,management,yes,no,yes,no,cellular,8,9,3.65,1,no
41491,24,60000,726,single,secondary,technician,yes,no,no,no,cellular,8,9,7.42,2,yes
41494,26,100000,1094,single,tertiary,management,no,no,yes,no,cellular,8,9,2.28,1,yes
41497,31,100000,0,single,tertiary,management,no,no,yes,no,cellular,8,9,1.27,1,no
41498,25,4000,480,single,unknown,student,no,no,no,no,cellular,8,9,2.33,1,yes
41501,19,4000,88,single,secondary,student,yes,no,no,no,cellular,8,9,3.18,1,no
41503,42,100000,1205,married,tertiary,management,yes,no,no,no,telephone,8,9,6.27,2,yes
41504,30,20000,161,single,secondary,blue-collar,yes,no,no,yes,telephone,8,9,4.97,3,yes
41505,57,50000,0,divorced,secondary,admin.,yes,no,no,no,cellular,9,9,2.02,2,no
41506,76,55000,802,divorced,primary,retired,yes,no,no,no,cellular,9,9,7.92,5,yes
41509,70,55000,6538,married,primary,retired,yes,no,no,no,cellular,9,9,6.57,1,yes
41510,35,100000,2161,married,tertiary,management,yes,no,no,no,cellular,9,9,9.48,3,yes
41512,60,55000,0,married,secondary,retired,yes,no,no,no,cellular,9,9,6.8,1,yes
41515,51,8000,1416,married,secondary,unemployed,yes,no,no,no,cellular,9,9,5.75,1,yes
41516,71,55000,14220,married,tertiary,retired,yes,no,yes,no,cellular,9,9,6.62,1,yes
41517,81,55000,519,divorced,primary,retired,yes,no,no,no,telephone,9,9,8.13,1,no
41518,30,70000,208,married,secondary,services,yes,no,no,no,cellular,9,9,5.4,1,no
41520,67,55000,714,married,unknown,retired,no,no,no,no,cellular,9,9,6.2,1,no
41521,69,55000,745,married,secondary,retired,yes,no,no,no,telephone,9,9,9.92,1,no
41523,77,55000,300,single,primary,retired,yes,no,no,no,cellular,9,9,8.52,1,no
41524,62,55000,495,married,secondary,retired,yes,no,no,yes,telephone,9,9,8.23,2,no
41525,82,0,0,divorced,unknown,unknown,no,no,no,no,telephone,9,9,4.62,5,no
41526,32,50000,555,single,secondary,admin.,yes,no,yes,no,cellular,9,9,5.73,1,yes
41527,70,55000,0,single,primary,retired,yes,no,no,no,telephone,9,9,2.42,1,no
41528,32,60000,1676,married,tertiary,self-employed,yes,no,yes,no,cellular,9,9,3.72,2,no
41531,67,60000,1979,married,tertiary,self-employed,yes,no,no,no,cellular,10,9,1.75,2,no
41532,45,100000,786,married,tertiary,management,yes,no,no,no,cellular,10,9,1.4,3,yes
41534,32,100000,1954,single,tertiary,management,no,no,yes,yes,cellular,10,9,1.78,1,no
41535,62,55000,383,married,primary,retired,yes,no,no,no,cellular,10,9,4.6,1,no
41536,38,100000,1,married,tertiary,management,yes,no,no,no,cellular,10,9,5.7,2,no
41537,53,120000,27,married,primary,entrepreneur,yes,no,yes,no,telephone,10,9,3.83,3,yes
41538,26,4000,13887,single,tertiary,student,no,no,no,no,cellular,10,9,3.32,4,no
41539,61,55000,1742,married,primary,retired,yes,no,no,no,cellular,11,9,1.5,4,no
41540,60,50000,478,married,unknown,admin.,no,no,no,no,cellular,11,9,5.4,8,no
41542,67,55000,708,married,primary,retired,yes,no,no,no,cellular,11,9,1.6,2,no
41544,72,55000,17739,married,secondary,retired,yes,no,no,no,cellular,11,9,2.25,4,no
41545,30,100000,440,single,tertiary,management,no,no,yes,no,cellular,11,9,2.15,2,no
41548,56,50000,2815,single,secondary,admin.,yes,no,yes,no,cellular,11,9,3.53,1,yes
41550,42,60000,3082,married,secondary,technician,yes,no,no,no,cellular,11,9,4.75,1,yes
41552,20,4000,479,single,unknown,student,no,no,no,no,cellular,11,9,2.63,2,no
41555,73,55000,739,married,unknown,retired,no,no,no,no,cellular,11,9,3.5,1,yes
41557,32,100000,2,single,tertiary,management,no,no,yes,no,cellular,11,9,1.67,2,yes
41558,73,55000,1843,married,tertiary,retired,yes,no,no,no,cellular,11,9,1.77,2,yes
41559,49,120000,315,divorced,tertiary,entrepreneur,no,no,no,no,cellular,11,9,4,1,no
41562,74,55000,1765,married,primary,retired,yes,no,no,no,telephone,11,9,4.83,2,yes
41563,71,55000,1236,divorced,tertiary,retired,no,yes,yes,no,cellular,14,9,5.58,4,yes
41564,37,100000,0,married,tertiary,management,yes,no,no,no,cellular,14,9,2.58,1,no
41565,31,60000,275,single,tertiary,self-employed,no,no,no,no,cellular,14,9,1.65,3,no
41567,41,50000,6046,divorced,secondary,admin.,yes,no,yes,yes,telephone,14,9,3.08,2,yes
41568,20,4000,29,single,secondary,student,yes,no,no,no,cellular,14,9,1.42,2,no
41569,28,100000,2380,single,tertiary,management,no,no,no,no,cellular,14,9,6.57,2,no
41570,73,55000,934,married,primary,retired,yes,no,no,no,cellular,14,9,16.02,5,yes
41571,37,100000,99,married,tertiary,management,yes,no,no,no,cellular,14,9,2.68,1,no
41573,49,60000,596,divorced,tertiary,technician,no,no,yes,no,telephone,15,9,12.03,1,yes
41576,40,50000,4775,married,secondary,admin.,yes,no,no,no,cellular,15,9,3.58,1,yes
41580,56,70000,654,married,secondary,services,yes,no,no,no,cellular,15,9,14.58,1,yes
41591,29,100000,345,single,unknown,management,no,no,no,no,cellular,16,9,1.77,1,no
41594,28,60000,865,single,tertiary,technician,no,no,no,no,cellular,16,9,2.95,1,no
41595,76,55000,242,married,secondary,retired,yes,no,no,no,telephone,16,9,16.57,3,no
41596,52,16000,10943,married,primary,housemaid,yes,no,no,no,cellular,16,9,4.87,1,yes
41597,38,60000,4539,married,secondary,technician,yes,no,no,no,cellular,16,9,6.45,1,yes
41599,23,4000,780,single,secondary,student,yes,no,no,no,cellular,16,9,4.45,1,no
41600,71,55000,4847,married,primary,retired,yes,no,no,no,cellular,16,9,10.95,2,no
41601,71,55000,0,married,primary,retired,yes,no,no,no,cellular,16,9,4.1,3,no
41602,35,100000,805,single,tertiary,management,no,no,no,no,cellular,17,9,10.22,1,no
41604,46,100000,2817,married,tertiary,management,yes,no,no,no,cellular,17,9,9.05,1,yes
41606,26,100000,1646,single,tertiary,management,no,no,no,no,cellular,18,9,14.83,5,yes
41608,28,50000,762,single,secondary,admin.,yes,no,no,no,cellular,18,9,1.92,3,yes
41616,71,55000,4380,divorced,secondary,retired,yes,no,no,no,cellular,22,9,6.15,1,yes
41617,65,100000,2756,divorced,tertiary,management,no,no,no,no,cellular,23,9,22.55,2,no
41619,44,60000,5102,married,secondary,technician,yes,no,no,no,cellular,23,9,3.42,1,no
41620,19,4000,179,single,unknown,student,no,no,no,no,cellular,24,9,1.03,3,no
41622,47,50000,2601,married,secondary,admin.,yes,no,no,no,cellular,24,9,4.35,1,yes
41625,44,100000,1036,married,tertiary,management,yes,no,no,no,cellular,25,9,8.18,1,no
41626,80,55000,2954,married,primary,retired,yes,no,no,no,cellular,25,9,2.4,1,no
41627,52,50000,118,married,secondary,admin.,yes,no,no,no,cellular,25,9,1.75,1,no
41628,42,100000,238,divorced,tertiary,management,no,no,no,no,cellular,25,9,11.53,1,yes
41629,43,60000,0,married,secondary,self-employed,yes,no,no,no,cellular,25,9,6.65,2,no
41630,49,60000,1791,married,tertiary,self-employed,yes,no,no,no,cellular,25,9,2.32,1,no
41633,61,8000,1,married,primary,unemployed,yes,no,no,no,cellular,25,9,1.42,1,no
41634,34,50000,2552,married,tertiary,admin.,yes,no,yes,yes,cellular,25,9,1.23,1,no
41635,36,60000,1179,married,tertiary,technician,yes,no,yes,no,cellular,25,9,1.32,1,no
41636,77,55000,0,divorced,secondary,retired,yes,no,no,no,cellular,25,9,3.5,1,yes
41639,61,100000,3371,married,tertiary,management,yes,no,no,no,cellular,28,9,4.98,2,yes
41641,55,60000,929,divorced,secondary,technician,yes,no,no,yes,telephone,28,9,1.33,3,no
41647,25,4000,5,single,tertiary,student,no,no,no,no,cellular,29,9,2.3,1,no
41650,74,55000,4286,married,primary,retired,yes,no,no,no,cellular,30,9,3.25,1,no
41651,57,100000,0,married,unknown,management,no,no,no,no,cellular,30,9,9.75,1,no
41652,38,60000,1711,single,secondary,technician,yes,no,no,no,telephone,30,9,3.9,1,yes
41655,84,120000,0,married,secondary,entrepreneur,yes,no,no,no,telephone,30,9,16.53,2,yes
41658,56,16000,1866,divorced,secondary,housemaid,yes,no,no,yes,cellular,1,10,12.67,1,no
41661,35,60000,2047,divorced,secondary,technician,yes,no,yes,no,cellular,1,10,1.1,1,no
41662,39,100000,24,married,tertiary,management,yes,no,no,no,cellular,1,10,3.32,1,no
41663,36,8000,39385,married,tertiary,unemployed,yes,no,no,no,cellular,1,10,2,1,no
41664,95,55000,0,married,secondary,retired,yes,no,no,no,telephone,1,10,3.58,1,no
41667,63,16000,333,married,primary,housemaid,yes,no,no,no,telephone,1,10,5.35,1,no
41671,61,100000,1224,married,tertiary,management,yes,no,no,no,cellular,1,10,1.65,1,no
41672,31,60000,2460,single,secondary,technician,yes,no,no,no,cellular,1,10,7.95,1,no
41674,25,100000,2140,single,tertiary,management,no,no,no,no,cellular,1,10,1.35,1,no
41676,47,100000,288,married,tertiary,management,yes,no,no,no,cellular,1,10,1.68,1,yes
41677,70,55000,15834,married,tertiary,retired,yes,no,no,no,telephone,1,10,1.5,1,no
41680,26,4000,6036,single,secondary,student,yes,no,no,no,cellular,1,10,2.53,1,no
41681,30,50000,613,single,tertiary,admin.,no,no,no,no,cellular,1,10,3.57,1,no
41685,50,20000,383,married,primary,blue-collar,yes,no,no,no,telephone,2,10,6.37,2,no
41686,39,50000,26233,married,secondary,admin.,yes,no,no,no,cellular,2,10,7.7,1,no
41687,36,100000,22,married,tertiary,management,yes,no,no,no,cellular,2,10,1.52,2,no
41690,36,50000,11,married,secondary,admin.,yes,no,yes,no,cellular,2,10,2.02,3,no
41691,61,55000,2917,married,secondary,retired,yes,no,no,no,cellular,6,10,3.58,1,yes
41694,60,55000,71188,married,primary,retired,yes,no,no,no,cellular,6,10,3.42,1,no
41696,30,60000,158,single,secondary,technician,yes,no,no,no,cellular,6,10,2.4,1,yes
41697,60,55000,1588,married,primary,retired,yes,no,no,no,cellular,6,10,12.13,1,yes
41699,24,100000,0,single,tertiary,management,no,no,no,no,cellular,6,10,8.77,1,no
41700,39,50000,168,married,secondary,admin.,yes,no,no,no,cellular,6,10,1.6,1,no
41701,30,60000,655,single,tertiary,technician,no,no,no,no,cellular,6,10,6.4,2,yes
41702,61,100000,2931,married,tertiary,management,yes,no,no,no,cellular,6,10,2.08,1,no
41703,45,20000,3727,single,secondary,blue-collar,yes,no,no,no,cellular,6,10,9.53,1,no
41705,44,100000,282,married,unknown,management,no,no,no,no,cellular,6,10,4.93,3,yes
41706,70,55000,8897,married,primary,retired,yes,no,no,no,cellular,6,10,11.53,2,no
41708,63,55000,415,married,secondary,retired,yes,no,yes,no,cellular,7,10,5.38,1,no
41709,77,55000,121,married,primary,retired,yes,no,no,no,telephone,7,10,3.18,1,no
41711,37,100000,793,single,secondary,management,yes,no,no,no,cellular,7,10,2.17,1,no
41714,29,100000,417,single,secondary,management,yes,no,no,no,cellular,7,10,1.5,1,no
41717,63,55000,0,married,secondary,retired,yes,no,no,no,telephone,7,10,1.22,2,no
41720,70,55000,3104,divorced,secondary,retired,yes,no,no,no,telephone,7,10,1.47,1,no
41721,32,50000,272,single,tertiary,admin.,no,no,yes,no,cellular,7,10,1.22,2,no
41722,61,55000,286,married,secondary,retired,yes,no,no,no,cellular,7,10,8.75,1,no
41723,56,50000,16873,married,secondary,admin.,yes,no,no,no,cellular,7,10,3.72,1,no
41724,54,0,895,married,unknown,unknown,no,no,no,no,cellular,7,10,5.58,1,yes
41725,60,55000,197,married,secondary,retired,yes,no,no,no,cellular,7,10,23.1,1,no
41726,34,20000,484,single,unknown,blue-collar,no,no,no,no,cellular,8,10,1.5,1,no
41727,68,55000,2398,married,primary,retired,yes,no,no,no,cellular,8,10,5.87,1,no
41728,42,8000,0,married,tertiary,unemployed,yes,no,no,no,cellular,8,10,1.88,1,no
41731,66,55000,0,married,secondary,retired,yes,no,no,no,cellular,8,10,3.15,1,no
41732,26,60000,993,single,tertiary,self-employed,no,no,no,no,cellular,8,10,2.53,1,no
41733,53,16000,0,married,primary,housemaid,yes,no,no,no,cellular,8,10,2.47,1,no
41734,78,55000,0,divorced,unknown,retired,no,no,no,no,telephone,8,10,4.32,1,no
41737,34,100000,1730,single,tertiary,management,no,no,yes,no,cellular,8,10,1.62,2,no
41740,29,50000,3528,single,secondary,admin.,yes,no,no,no,cellular,8,10,2.28,1,yes
41742,57,16000,254,single,secondary,housemaid,yes,no,no,no,cellular,8,10,11.27,1,no
41745,79,55000,79,divorced,primary,retired,yes,no,no,no,cellular,9,10,18.43,2,yes
41746,64,55000,2140,married,primary,retired,yes,no,no,no,cellular,12,10,3.02,2,no
41747,66,55000,0,single,tertiary,retired,no,no,no,no,cellular,12,10,1.32,2,no
41750,47,16000,2524,married,secondary,housemaid,yes,no,no,no,cellular,12,10,1.75,1,yes
41752,25,60000,139,single,secondary,technician,yes,no,no,yes,cellular,12,10,2.3,1,yes
41753,21,4000,2488,single,secondary,student,yes,no,no,no,cellular,12,10,3,1,yes
41754,83,55000,4216,married,unknown,retired,no,no,no,no,cellular,12,10,1.53,1,no
41756,73,55000,7111,divorced,secondary,retired,yes,no,yes,no,cellular,12,10,2.43,1,yes
41759,77,55000,989,married,primary,retired,yes,no,no,no,telephone,12,10,1.58,2,no
41760,67,55000,1430,married,primary,retired,yes,no,no,no,telephone,12,10,1.47,3,no
41763,31,50000,80,married,tertiary,admin.,yes,no,yes,yes,cellular,13,10,1.05,1,no
41765,57,50000,3927,married,secondary,admin.,yes,no,no,no,cellular,13,10,1.02,1,no
41767,34,50000,19,married,secondary,admin.,yes,no,yes,yes,cellular,13,10,1.63,1,no
41768,54,100000,2216,married,tertiary,management,yes,no,yes,no,cellular,13,10,2.78,1,no
41769,72,20000,4415,married,primary,blue-collar,yes,no,no,no,telephone,13,10,2,1,no
41771,67,100000,361,divorced,tertiary,management,no,no,no,no,cellular,13,10,6.85,2,yes
41772,51,120000,2109,divorced,tertiary,entrepreneur,no,no,no,no,cellular,13,10,1.32,2,yes
41773,48,100000,1093,married,tertiary,management,yes,no,yes,yes,cellular,13,10,20.43,2,yes
41776,52,100000,3343,married,primary,management,yes,no,no,no,cellular,13,10,3.78,1,no
41777,46,60000,8,married,tertiary,self-employed,yes,no,no,no,cellular,13,10,3.03,1,no
41778,41,55000,2579,single,primary,retired,yes,no,no,no,cellular,13,10,3.55,1,no
41780,74,55000,1124,married,tertiary,retired,yes,no,no,no,telephone,13,10,3.33,2,no
41788,35,60000,670,single,tertiary,technician,no,no,no,no,cellular,13,10,5.02,2,yes
41790,83,55000,1965,single,primary,retired,yes,no,no,no,telephone,13,10,16.72,3,yes
41791,27,50000,132,married,secondary,admin.,yes,no,no,no,cellular,13,10,2.05,2,no
41792,62,100000,0,married,tertiary,management,yes,no,no,no,cellular,13,10,1.3,3,no
41793,76,55000,163,married,primary,retired,yes,no,no,no,telephone,13,10,2,1,no
41797,50,100000,313,married,primary,management,yes,no,no,no,telephone,14,10,15.97,1,yes
41799,33,100000,1297,married,tertiary,management,yes,no,yes,no,cellular,14,10,1.95,1,no
41803,30,60000,5223,single,secondary,self-employed,yes,no,no,no,cellular,14,10,6.73,2,no
41804,60,55000,1167,married,primary,retired,yes,no,no,no,cellular,14,10,1.32,2,no
41805,45,16000,8692,married,primary,housemaid,yes,no,yes,no,cellular,14,10,1.8,1,no
41806,31,50000,52,single,tertiary,admin.,no,no,yes,no,cellular,14,10,1.18,1,no
41807,28,60000,1579,single,tertiary,self-employed,no,no,no,no,cellular,14,10,2.03,3,no
41808,62,70000,276,married,primary,services,yes,no,no,no,cellular,14,10,1.33,2,no
41809,39,16000,93,married,tertiary,housemaid,yes,no,no,no,cellular,14,10,9.92,2,no
41810,66,16000,40,married,primary,housemaid,yes,no,no,no,telephone,14,10,4.83,2,yes
41811,35,20000,1830,single,tertiary,blue-collar,no,no,no,no,cellular,14,10,2.77,2,no
41812,64,55000,2139,married,tertiary,retired,yes,no,no,no,cellular,14,10,10.53,2,no
41815,62,55000,4692,married,tertiary,retired,yes,no,yes,no,cellular,15,10,1.22,1,no
41816,48,16000,1630,single,primary,housemaid,yes,no,no,no,cellular,15,10,2.08,1,no
41817,62,55000,0,married,primary,retired,yes,no,no,no,telephone,15,10,4.67,1,no
41818,73,55000,154,married,primary,retired,yes,no,no,no,cellular,15,10,1.72,1,no
41820,81,55000,0,divorced,primary,retired,yes,no,no,no,telephone,15,10,2.87,1,no
41821,70,55000,1310,married,secondary,retired,yes,no,no,no,cellular,15,10,10.57,1,no
41823,80,55000,2,married,secondary,retired,yes,no,no,no,telephone,15,10,7.37,1,no
41824,75,0,643,married,tertiary,unknown,yes,no,no,no,cellular,15,10,8.7,2,no
41827,31,60000,442,married,tertiary,technician,yes,no,no,no,cellular,15,10,4.07,1,no
41828,59,8000,7469,divorced,secondary,unemployed,yes,no,no,no,cellular,15,10,1.13,1,no
41830,41,100000,3872,married,tertiary,management,yes,no,no,no,cellular,15,10,3.85,1,no
41833,48,100000,0,divorced,tertiary,management,no,no,no,no,cellular,15,10,2.1,2,no
41834,26,50000,766,single,secondary,admin.,yes,no,no,no,cellular,15,10,7.62,2,yes
41836,37,70000,1960,married,secondary,services,yes,no,yes,yes,cellular,15,10,4.1,5,no
41838,74,55000,279,married,primary,retired,yes,no,no,no,telephone,15,10,3.78,1,no
41840,37,100000,413,married,tertiary,management,yes,no,no,no,cellular,16,10,2.3,2,no
41844,83,55000,2619,divorced,primary,retired,yes,no,no,no,telephone,16,10,3.02,2,no
41846,61,60000,6384,married,primary,technician,yes,no,no,no,cellular,16,10,0.92,2,no
41847,69,55000,0,married,secondary,retired,yes,no,no,no,cellular,16,10,26.33,2,no
41848,22,70000,129,single,secondary,services,yes,no,no,no,cellular,16,10,4.3,1,yes
41850,27,100000,893,married,tertiary,management,yes,no,no,no,cellular,16,10,2.57,2,yes
41851,50,50000,3702,single,secondary,admin.,yes,no,no,no,cellular,16,10,1.82,5,no
41854,51,50000,423,married,secondary,admin.,yes,no,yes,yes,cellular,16,10,1.58,1,no
41856,81,55000,0,divorced,unknown,retired,no,no,no,no,telephone,16,10,2.13,1,no
41857,34,70000,3119,single,tertiary,services,no,no,no,no,cellular,16,10,5.1,1,yes
41860,35,50000,690,married,tertiary,admin.,yes,no,no,no,cellular,16,10,1.8,1,no
41862,37,70000,4017,married,secondary,services,yes,no,no,no,cellular,16,10,2.6,1,yes
41864,40,60000,2338,married,secondary,technician,yes,no,no,no,cellular,16,10,11.95,2,yes
41866,61,100000,0,married,tertiary,management,yes,no,no,no,cellular,16,10,2.27,2,yes
41867,74,55000,4079,divorced,secondary,retired,yes,no,no,no,cellular,19,10,5.72,3,yes
41868,70,55000,3175,married,secondary,retired,yes,no,no,no,cellular,19,10,1.92,2,no
41869,63,55000,588,married,secondary,retired,yes,no,no,no,cellular,19,10,2.38,2,no
41870,61,60000,6481,divorced,secondary,technician,yes,no,no,no,cellular,19,10,2.18,1,yes
41872,33,0,9,single,secondary,unknown,yes,no,no,no,cellular,19,10,3.97,1,no
41873,47,20000,820,married,secondary,blue-collar,yes,no,no,no,cellular,19,10,1.63,1,yes
41874,62,20000,1381,married,primary,blue-collar,yes,no,no,no,cellular,19,10,17,1,no
41875,39,100000,1648,single,tertiary,management,no,no,no,no,cellular,19,10,2.05,1,no
41876,62,100000,1619,divorced,tertiary,management,no,no,no,no,cellular,19,10,8.9,1,no
41877,46,20000,3745,married,tertiary,blue-collar,yes,no,no,no,cellular,19,10,1.37,1,no
41878,26,100000,1177,single,tertiary,management,no,no,no,no,cellular,19,10,1.93,1,no
41879,37,100000,254,single,tertiary,management,no,no,no,no,cellular,19,10,2,1,no
41880,26,60000,334,single,secondary,technician,yes,no,no,no,cellular,19,10,3.62,1,no
41881,80,100000,6483,married,primary,management,yes,no,no,no,telephone,19,10,2.05,1,no
41882,30,50000,648,single,secondary,admin.,yes,no,no,no,cellular,19,10,0.9,1,no
41883,72,55000,806,married,primary,retired,yes,no,no,no,cellular,19,10,2.82,1,no
41884,46,16000,10889,single,primary,housemaid,yes,no,no,no,cellular,19,10,2.78,3,no
41885,47,70000,1784,single,unknown,services,no,no,no,no,cellular,19,10,6.42,2,yes
41887,59,8000,561,married,secondary,unemployed,yes,no,no,no,telephone,19,10,5.38,2,no
41888,30,8000,1787,married,primary,unemployed,yes,no,no,no,cellular,19,10,1.32,1,no
41892,57,0,8,married,primary,unknown,yes,no,no,no,telephone,19,10,4.5,2,no
41893,28,50000,172,married,secondary,admin.,yes,no,yes,no,cellular,19,10,2.05,2,no
41895,30,4000,7529,single,tertiary,student,no,no,no,no,cellular,19,10,5.47,1,yes
41896,63,55000,12067,married,primary,retired,yes,no,no,no,telephone,20,10,36.45,1,no
41903,72,55000,1388,married,primary,retired,yes,no,no,no,telephone,20,10,8.55,1,yes
41904,77,55000,1807,married,unknown,retired,no,no,no,no,telephone,20,10,6.22,1,yes
41905,36,60000,480,married,secondary,technician,yes,no,no,no,cellular,20,10,3.55,1,yes
41909,32,20000,400,married,primary,blue-collar,yes,no,no,no,cellular,20,10,1.27,2,no
41910,25,4000,3165,single,secondary,student,yes,no,no,no,telephone,20,10,4.18,2,no
41911,46,50000,1693,single,secondary,admin.,yes,no,yes,no,cellular,20,10,7.12,1,yes
41919,74,55000,4912,married,tertiary,retired,yes,no,no,no,telephone,21,10,2.15,3,no
41920,67,55000,3810,married,tertiary,retired,yes,no,no,no,cellular,21,10,20.1,1,no
41923,27,4000,24025,single,tertiary,student,no,no,no,no,cellular,21,10,1.65,1,no
41924,87,55000,6746,divorced,primary,retired,yes,no,no,no,telephone,21,10,12.48,1,yes
41925,57,100000,375,married,tertiary,management,yes,no,no,no,cellular,21,10,2.25,1,yes
41927,51,60000,371,married,secondary,technician,yes,no,yes,yes,cellular,21,10,4.78,1,yes
41928,76,55000,2693,divorced,primary,retired,yes,no,no,no,cellular,21,10,1.78,2,yes
41929,64,100000,4688,married,tertiary,management,yes,no,no,no,cellular,21,10,3.33,1,yes
41931,19,4000,329,single,secondary,student,yes,no,no,no,cellular,22,10,4.2,2,yes
41933,55,100000,0,divorced,tertiary,management,no,no,no,no,cellular,22,10,6,5,yes
41935,92,55000,775,married,unknown,retired,no,no,no,no,cellular,22,10,5.22,3,yes
41936,35,60000,2779,married,secondary,technician,yes,no,no,no,cellular,22,10,1.97,2,yes
41942,32,100000,643,single,tertiary,management,no,no,no,no,cellular,22,10,4.78,1,no
41944,70,55000,2064,married,secondary,retired,yes,no,no,no,cellular,22,10,5.57,1,no
41945,54,50000,0,married,secondary,admin.,yes,no,no,no,cellular,22,10,6.52,2,no
41947,78,55000,4807,married,unknown,retired,no,no,no,no,telephone,22,10,16.7,4,yes
41950,78,55000,229,divorced,primary,retired,yes,no,no,no,telephone,22,10,1.62,1,yes
41953,69,100000,4,married,secondary,management,yes,no,no,no,cellular,23,10,1.9,4,no
41957,43,20000,14646,married,secondary,blue-collar,yes,no,no,no,cellular,23,10,3.5,1,yes
41958,61,55000,86,married,secondary,retired,yes,no,no,no,cellular,23,10,2.48,1,yes
41965,45,60000,1673,married,secondary,technician,yes,no,no,no,cellular,23,10,1.27,1,no
41967,37,50000,0,single,secondary,admin.,yes,no,no,no,cellular,23,10,1.55,1,no
41969,39,100000,416,single,tertiary,management,no,no,no,no,cellular,23,10,0.93,4,no
41970,76,55000,4112,married,secondary,retired,yes,no,no,no,telephone,23,10,4.7,2,yes
41972,42,100000,2463,married,tertiary,management,yes,no,no,no,cellular,26,10,3.05,2,no
41975,70,0,353,married,tertiary,unknown,yes,no,no,no,cellular,26,10,1.83,2,no
41979,70,55000,2815,married,secondary,retired,yes,no,no,no,cellular,26,10,1.12,1,no
41981,50,60000,3897,single,secondary,technician,yes,no,no,no,cellular,26,10,4.97,1,no
41982,82,16000,1381,divorced,primary,housemaid,yes,no,no,no,cellular,27,10,2.6,1,no
41983,81,55000,243,married,primary,retired,yes,no,no,no,cellular,27,10,2.18,1,yes
41985,52,60000,1373,married,secondary,technician,yes,no,no,no,cellular,27,10,2.62,1,no
41988,57,60000,254,married,secondary,technician,yes,no,no,no,cellular,27,10,3.45,1,yes
41994,22,4000,23,single,secondary,student,yes,no,no,no,cellular,27,10,2.28,1,yes
41995,53,0,732,married,primary,unknown,yes,no,no,no,cellular,27,10,12.65,2,yes
41996,60,50000,4629,married,unknown,admin.,no,no,yes,no,cellular,27,10,10.4,1,yes
41997,66,55000,747,married,primary,retired,yes,no,no,no,telephone,27,10,8.58,1,no
41998,70,55000,616,married,secondary,retired,yes,no,no,no,cellular,27,10,1.48,1,no
41999,55,60000,0,married,secondary,technician,yes,no,yes,yes,cellular,27,10,1.47,1,no
42000,54,50000,140,married,unknown,admin.,no,no,no,no,telephone,27,10,8.68,2,no
42002,80,55000,87,married,secondary,retired,yes,no,no,no,telephone,27,10,3.65,2,no
42004,33,100000,373,single,tertiary,management,no,no,no,yes,cellular,27,10,4.32,1,no
42006,76,55000,992,married,unknown,retired,no,no,no,no,cellular,27,10,2.32,2,no
42008,44,100000,5063,single,tertiary,management,no,no,no,no,cellular,27,10,6.97,2,yes
42010,65,55000,1624,married,secondary,retired,yes,no,no,no,cellular,27,10,3.15,2,no
42013,29,70000,1788,single,tertiary,services,no,no,no,no,cellular,27,10,5.88,1,yes
42014,52,70000,659,married,secondary,services,yes,no,no,no,cellular,27,10,1.88,1,yes
42015,36,4000,129,single,tertiary,student,no,no,no,no,cellular,27,10,2.48,1,yes
42016,33,100000,3170,single,tertiary,management,no,no,no,no,cellular,28,10,4.1,2,no
42017,63,55000,937,married,tertiary,retired,yes,no,no,no,cellular,28,10,3.65,2,no
42018,30,100000,16935,single,tertiary,management,no,no,no,no,cellular,28,10,1.8,1,no
42021,50,100000,3463,married,tertiary,management,yes,no,no,yes,cellular,28,10,1.6,1,yes
42022,65,50000,11240,married,secondary,admin.,yes,no,yes,no,telephone,28,10,2.48,1,no
42023,54,50000,735,divorced,secondary,admin.,yes,no,no,no,cellular,28,10,5,1,no
42024,26,4000,603,single,unknown,student,no,no,no,no,cellular,28,10,1.22,1,no
